Name,Ticker,Cur Debt & Cap Lease Oblig (mil) FY 1 Inc Statement Currency,Cur Debt & Cap Lease Oblig (mil) Last FY Qtr Inc Statement Currency,Currency Adjustment (mil) FY (3 Mo) Inc Statement Currency,Currency Adjustment (mil) FY 1 Inc Statement Currency,Currency Adjustment (mil) FY Cum (6 Mo) Inc Statement Currency,Currency Adjustment (mil) FY Cum (9 Mo) Inc Statement Currency,Currency Adjustment (mil) Last FY Qtr Inc Statement Currency,Current Assets (mil) (FY Qtr End) Inc Statement Currency,Current Assets (mil) FY 1 Inc Statement Currency,Current Assets (mil) FY 1 Inc Statement Currency,Current Assets (mil) Last FY Qtr Inc Statement Currency,Current Cap Lease Oblig (mil) FY 1 Inc Statement Currency,Current Cap Lease Oblig (mil) Last FY Qtr Inc Statement Currency,Current Debt (mil) FY 1 Inc Statement Currency,Current Debt (mil) Last FY Qtr Inc Statement Currency,Current Def Tax Assets (mil) FY 1 Inc Statement Currency,Current Def Tax Assets (mil) Last FY Qtr Inc Statement Currency,Current Def Tax Liabilities (mil) FY 1 Inc Statement Currency,Current Def Tax Liabilities (mil) Last FY Qtr Inc Statement Currency,Current Liabilities (mil) (FY Qtr End) Inc Statement Currency,Current Liabilities (mil) FY 1 Inc Statement Currency,Current Liabilities (mil) Last FY Qtr Inc Statement Currency,Current Liabilities Yr 1 in Mil Inc Statement Currency,Current Ratio (FY Qtr End),Current Ratio FY 1,Current Return %,Debt to Equity (FY Qtr End),Debt to Equity FY 1,Debt to Equity FY 2,Debt to Total Cap FY 1,Debt to Total Cap FY 2,Debt to Total Capital (FY Qtr End),Deferred Liabilities (mil) FY 1 Inc Statement Currency,Deferred Liabilities (mil) Last FY Qtr Inc Statement Currency,Deferred Revenues (mil) FY 1 Inc Statement Currency,Deferred Revenues (mil) Last FY Qtr Inc Statement Currency,Deferred Tax (mil) FY (3 Mo) Inc Statement Currency,Deferred Tax (mil) FY 1 Inc Statement Currency,Deferred Tax (mil) FY Cum (6 Mo) Inc Statement Currency,Deferred Tax (mil) FY Cum (9 Mo) Inc Statement Currency,Deferred Tax (mil) Last FY Qtr Inc Statement Currency,Deferred Taxes (mil) FY 1 Inc Statement Currency,Dep & Amort Depletion (mil) FY (3 Mo) Inc Statement Currency,Dep & Amort Depletion (mil) FY 1 Inc Statement Currency,Dep & Amort Depletion (mil) FY Cum (6 Mo) Inc Statement Currency,Dep & Amort Depletion (mil) FY Cum (9 Mo) Inc Statement Currency,Dep & Amort Depletion (mil) Last FY Qtr Inc Statement Currency,Deprec & Amort Yr 1 in Mil Inc Statement Currency,Financial Leverage (FY Qtr End),Financial Leverage 1 Yr - FY1,Financial Leverage 1 Yr - FY10,Financial Leverage 1 Yr - FY2,Financial Leverage 1 Yr - FY3,Financial Leverage 1 Yr - FY4,Financial Leverage 1 Yr - FY5,Financial Leverage 1 Yr - FY6,Financial Leverage 1 Yr - FY7,Financial Leverage 1 Yr - FY8,Financial Leverage 1 Yr - FY9,Financial Leverage FY 1,Financial Leverage FY 2,Fixed Assets Turnover FY 1,Gain on Sale of Business (mil) FY (3 Mo) Inc Statement Currency,Gain on Sale of Business (mil) FY 1 Inc Statement Currency,Gain on Sale of Business (mil) FY Cum (6 Mo) Inc Statement Currency,Gain on Sale of Business (mil) FY Cum (9 Mo) Inc Statement Currency,Gain on Sale of Business (mil) Last FY Qtr Inc Statement Currency,Gain on Sale of PPE (mil) FY (3 Mo) Inc Statement Currency,Gain on Sale of PPE (mil) FY 1 Inc Statement Currency,Gain on Sale of PPE (mil) FY Cum (6 Mo) Inc Statement Currency,Gain on Sale of PPE (mil) FY Cum (9 Mo) Inc Statement Currency,Gain on Sale of PPE (mil) Last FY Qtr Inc Statement Currency,Gain on Sale of Security (mil) FY (3 Mo) Inc Statement Currency,Gain on Sale of Security (mil) FY 1 Inc Statement Currency,Gain on Sale of Security (mil) FY Cum (6 Mo) Inc Statement Currency,Gain on Sale of Security (mil) FY Cum (9 Mo) Inc Statement Currency,Gain on Sale of Security (mil) Last FY Qtr Inc Statement Currency,Goodwill (mil) FY 1 Inc Statement Currency,Goodwill (mil) Last FY Qtr Inc Statement Currency,Intangible Assets (mil) FY 1 Inc Statement Currency,Intangible Assets (mil) Last FY Qtr Inc Statement Currency,Intangibles (mil) FY 1 Inc Statement Currency,Inventory (mil) (FY Qtr End) Inc Statement Currency,Inventory (mil) FY 1 Inc Statement Currency,Inventory (mil) FY 1 Inc Statement Currency,Inventory (mil) Last FY Qtr Inc Statement Currency,Inventory Turnover FY 1,LT Cap Lease Oblig (mil) FY 1 Inc Statement Currency,LT Cap Lease Oblig (mil) Last FY Qtr Inc Statement Currency,LT Debt & Cap Lease Oblig (mil) FY 1 Inc Statement Currency,LT Debt & Cap Lease Oblig (mil) Last FY Qtr Inc Statement Currency,LT Debt (mil) FY 1 Inc Statement Currency,LT Debt (mil) Last FY Qtr Inc Statement Currency,Long Term Debt Iss (mil) FY (3 Mo) Inc Statement Currency,Long Term Debt Iss (mil) FY 1 Inc Statement Currency,Long Term Debt Iss (mil) FY Cum (6 Mo) Inc Statement Currency,Long Term Debt Iss (mil) FY Cum (9 Mo) Inc Statement Currency,Long Term Debt Iss (mil) Last FY Qtr Inc Statement Currency,Long Term Debt Payments (mil) FY (3 Mo) Inc Statement Currency,Long Term Debt Payments (mil) FY 1 Inc Statement Currency,Long Term Debt Payments (mil) FY Cum (6 Mo) Inc Statement Currency,Long Term Debt Payments (mil) FY Cum (9 Mo) Inc Statement Currency,Long Term Debt Payments (mil) Last FY Qtr Inc Statement Currency,Long-term Liabilities Q1 in Mil Inc Statement Currency,Long-term Liabilities Yr 1 in Mil Inc Statement Currency,Net Business Purch & Sale (mil) FY (3 Mo) Inc Statement Currency,Net Business Purch & Sale (mil) FY 1 Inc Statement Currency,Net Business Purch & Sale (mil) FY Cum (6 Mo) Inc Statement Currency,Net Business Purch & Sale (mil) FY Cum (9 Mo) Inc Statement Currency,Net Business Purch & Sale (mil) Last FY Qtr Inc Statement Currency,Net Intangibles Purch & Sale (mil) FY (3 Mo) Inc Statement Currency,Net Intangibles Purch & Sale (mil) FY 1 Inc Statement Currency,Net Intangibles Purch & Sale (mil) FY Cum (6 Mo) Inc Statement Currency,Net Intangibles Purch & Sale (mil) FY Cum (9 Mo) Inc Statement Currency,Net Intangibles Purch & Sale (mil) Last FY Qtr Inc Statement Currency,Net Inv Purch and Sale (mil) FY 1 Inc Statement Currency,Net Inv Purch and Sale (mil) Last FY Qtr Inc Statement Currency,Net Investment Purch and Sale (mil) FY (3 Mo) Inc Statement Currency,Net Investment Purch and Sale (mil) FY Cum (6 Mo) Inc Statement Currency,Net Investment Purch and Sale (mil) FY Cum (9 Mo) Inc Statement Currency,Net Long Term Debt Iss (mil) FY (3 Mo) Inc Statement Currency,Net Long Term Debt Iss (mil) FY 1 Inc Statement Currency,Net Long Term Debt Iss (mil) FY Cum (6 Mo) Inc Statement Currency,Net Long Term Debt Iss (mil) FY Cum (9 Mo) Inc Statement Currency,Net Long Term Debt Iss (mil) Last FY Qtr Inc Statement Currency,Net Short Term Debt Iss (mil) FY (3 Mo) Inc Statement Currency,Net Short Term Debt Iss (mil) FY 1 Inc Statement Currency,Net Short Term Debt Iss (mil) FY Cum (6 Mo) Inc Statement Currency,Net Short Term Debt Iss (mil) FY Cum (9 Mo) Inc Statement Currency,Net Short Term Debt Iss (mil) Last FY Qtr Inc Statement Currency,Noncurrent Assets (mil) (FY Qtr End) Inc Statement Currency,Noncurrent Assets (mil) FY 1 Inc Statement Currency,Non-Current Accrued Liab (mil) FY 1 Inc Statement Currency,Non-Current Accrued Liab (mil) Last FY Qtr Inc Statement Currency,Non-Current Def Tax Assets (mil) FY 1 Inc Statement Currency,Non-Current Def Tax Assets (mil) Last FY Qtr Inc Statement Currency,Non-Current Def Tax Liab (mil) FY 1 Inc Statement Currency,Non-Current Def Tax Liab (mil) Last FY Qtr Inc Statement Currency,Non-Current Note Receivables (mil) FY 1 Inc Statement Currency,Non-Current Note Receivables (mil) Last FY Qtr Inc Statement Currency,Purch of Business (mil) FY (3 Mo) Inc Statement Currency,Purch of Business (mil) FY 1 Inc Statement Currency,Purch of Business (mil) FY Cum (6 Mo) Inc Statement Currency,Purch of Business (mil) FY Cum (9 Mo) Inc Statement Currency,Purch of Business (mil) Last FY Qtr Inc Statement Currency,Purch of Intangibles (mil) FY (3 Mo) Inc Statement Currency,Purch of Intangibles (mil) FY 1 Inc Statement Currency,Purch of Intangibles (mil) FY Cum (6 Mo) Inc Statement Currency,Purch of Intangibles (mil) FY Cum (9 Mo) Inc Statement Currency,Purch of Intangibles (mil) Last FY Qtr Inc Statement Currency,Rsrch & Dev (mil) FY (3 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY 1 Inc Statement Currency,Rsrch & Dev (mil) FY Cum (6 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY Cum (9 Mo) Inc Statement Currency,Rsrch & Dev (mil) Last FY Qtr Inc Statement Currency,Rsrch & Dev (mil) FY (3 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY 1 Inc Statement Currency,Rsrch & Dev (mil) FY Cum (6 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY Cum (9 Mo) Inc Statement Currency,Rsrch & Dev (mil) Last FY Qtr Inc Statement Currency,Rsrch & Dev (mil) FY (3 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY 1 Inc Statement Currency,Rsrch & Dev (mil) FY Cum (6 Mo) Inc Statement Currency,Rsrch & Dev (mil) FY Cum (9 Mo) Inc Statement Currency,Rsrch & Dev (mil) Last FY Qtr Inc Statement Currency
PayPal Holdings Inc,PYPL,999.00,418.00,94.00,-207.00,-89.00,103.00,94.00,"60,611.00","61,092.00","61,092.00","60,611.00",,,999.00,418.00,,,,,"46,622.00","48,376.00","46,622.00","48,376.00",1.30,1.26,-0.65,0.56,0.48,0.46,32.61,31.49,36.05,,,,,-6.00,231.00,29.00,8.00,-6.00,231.00,,,,,,,4.01,4.00,2.10,3.90,3.88,3.49,3.52,3.04,2.82,2.55,2.25,4.00,3.90,21.23,,,,,,,,,,,48.00,-285.00,-55.00,-226.00,48.00,"10,837.00","10,910.00","11,163.00","11,206.00","11,163.00",,,,,,,,"9,879.00","11,417.00","9,879.00","11,417.00","1,491.00","2,202.00","1,414.00","2,202.00","1,491.00",0.00,"-2,317.00",-411.00,"-1,067.00",0.00,"14,398.00","12,818.00",0.00,0.00,0.00,0.00,0.00,,,,,,666.00,-618.00,-618.00,"-1,763.00",287.00,"1,491.00",-115.00,"1,003.00","1,135.00","1,491.00",-359.00,"1,573.00","3,129.00",0.00,-359.00,"20,663.00","20,519.00",,,,,"2,925.00","2,618.00",,,,0.00,-16.00,-469.00,0.00,,,,,,731.00,"2,979.00","1,460.00","2,206.00",731.00,731.00,"2,979.00","1,460.00","2,206.00",731.00,731.00,"2,979.00","1,460.00","2,206.00",731.00
Qualcomm Inc,QCOM,"1,364.00","1,365.00",-44.00,12.00,-38.00,-4.00,6.00,"26,080.00","25,231.00","25,231.00","26,080.00",,,"1,364.00","1,365.00",635.00,0.00,,,"9,544.00","10,504.00","9,544.00","10,504.00",2.73,2.40,-8.93,0.48,0.51,0.67,33.56,40.16,32.35,297.00,232.00,297.00,232.00,247.00,"-3,064.00",-899.00,"-2,538.00","-1,146.00","-3,064.00",,,,,,,2.00,2.10,1.62,2.37,2.72,4.14,5.86,6.71,40.54,2.13,1.65,2.10,2.37,8.03,,,,,,,,,,,83.00,168.00,116.00,186.00,31.00,"10,799.00","10,948.00","12,043.00","12,131.00","12,043.00","6,196.00","6,423.00","6,423.00","6,196.00",2.66,,,"13,270.00","13,258.00","13,270.00","13,258.00",0.00,0.00,0.00,0.00,0.00,,-914.00,0.00,-914.00,0.00,"18,100.00","18,376.00",-260.00,-254.00,-341.00,-234.00,-81.00,,0.00,,,,"-2,304.00",-968.00,-162.00,"-1,130.00","-2,191.00",0.00,-914.00,0.00,-914.00,0.00,0.00,0.00,0.00,0.00,0.00,"29,292.00","29,923.00",,,"5,162.00","5,750.00",,,,,-260.00,-254.00,-341.00,-234.00,-81.00,,,,,,"2,230.00","8,893.00","4,446.00","6,591.00","2,216.00","2,230.00","8,893.00","4,446.00","6,591.00","2,216.00","2,230.00","8,893.00","4,446.00","6,591.00","2,216.00"
Rockwell Automation Inc,ROK,"1,168.10","1,137.00",-27.00,12.10,5.20,1.80,-27.00,"3,748.00","3,881.20","3,881.20","3,748.00",89.90,88.00,"1,078.20","1,049.00",151.20,151.20,,,"3,476.00","3,603.90","3,476.00","3,603.90",1.08,1.08,0.61,0.85,0.83,0.88,45.47,46.92,46.06,584.10,608.00,584.10,608.00,,-68.10,,,,-68.10,,,,,,,3.23,3.21,2.84,3.17,3.95,4.48,7.07,15.12,3.87,2.69,3.57,3.21,3.17,7.40,,,,,,,,,,,,0.10,5.90,0.90,,"3,993.30","3,915.00","5,059.60","4,942.00","5,059.60","1,234.00","1,293.10","1,293.10","1,234.00",3.76,355.60,326.00,"2,916.90","2,890.00","2,561.30","2,564.00",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,912.00","3,953.00",0.00,-749.20,-748.70,-749.20,0.00,,,,,,-9.80,0.20,0.00,-7.90,-10.00,0.00,0.00,0.00,0.00,"1,485.60",-28.00,674.00,705.90,721.40,-28.00,"7,196.00","7,350.90",,,517.00,533.00,,,,,0.00,-749.20,-748.70,-749.20,0.00,,,,,,,,,,,,,,,,,,,,
Solventum Corp,SOLV,200.00,200.00,0.00,3.00,0.00,1.00,2.00,"3,249.00","3,249.00","3,249.00","3,249.00",,,200.00,200.00,,,,,"2,703.00","2,703.00","2,703.00","2,703.00",1.20,1.20,-0.76,2.64,2.64,,72.52,,72.52,572.00,572.00,572.00,572.00,-25.00,-155.00,-56.00,-93.00,-62.00,-155.00,,,,,,,4.89,4.89,,1.20,1.16,1.17,,,,,,4.89,1.20,5.36,,,,,,,,,,,,,,,,"6,377.00","6,377.00","8,921.00","8,921.00","8,921.00",965.00,965.00,965.00,965.00,4.02,,,"7,810.00","7,810.00","7,810.00","7,810.00","8,303.00","8,303.00","8,303.00","8,303.00",0.00,,-300.00,,-200.00,-100.00,"8,795.00","8,795.00",,0.00,,0.00,0.00,,,,,,,,,,,"8,303.00","8,003.00","8,303.00","8,103.00",-100.00,,,,,,"11,208.00","11,208.00",,,,,225.00,225.00,,,,,,,,,,,,,195.00,775.00,387.00,576.00,199.00,195.00,775.00,387.00,576.00,199.00,195.00,775.00,387.00,576.00,199.00
Teradyne Inc,TER,18.70,18.70,3.24,-2.28,5.35,6.29,-8.57,"1,816.40","1,816.40","1,816.40","1,816.40",18.70,18.70,50.12,23.53,0.00,0.00,,,624.58,624.58,624.58,624.58,2.91,2.91,-0.58,0.02,0.02,0.03,2.01,2.51,2.01,107.71,107.71,107.71,107.71,-9.67,-46.36,-16.83,-26.26,-20.10,-46.36,4.70,18.76,9.36,14.11,4.66,18.76,1.32,1.32,1.30,1.38,1.43,1.49,1.65,1.88,1.78,1.59,1.51,1.32,1.38,5.14,,57.12,57.49,57.49,-0.37,,,,,,,,,,,395.37,395.37,411.29,411.29,411.29,298.49,298.49,298.49,298.49,3.85,57.92,57.92,57.92,57.92,89.24,50.20,,185.00,185.00,185.00,0.00,0.00,-185.00,-185.00,-185.00,0.00,264.84,264.84,0.00,-441.71,-437.48,-436.71,-5.00,,,,,,16.59,-5.07,19.13,20.39,21.67,0.00,0.00,0.00,0.00,0.00,,,,,,"1,892.32","1,892.32",7.44,7.44,222.44,222.44,1.04,1.04,,,-6.97,-532.06,-524.65,-527.06,-5.00,,,,,,103.20,460.88,215.02,332.49,128.39,103.20,460.88,215.02,332.49,128.39,103.20,460.88,215.02,332.49,128.39
Tesla Inc,TSLA,"3,263.00","3,079.00",40.00,-141.00,-116.00,-8.00,40.00,"59,389.00","58,360.00","58,360.00","59,389.00",920.00,915.00,"2,343.00","2,164.00",,,,,"29,753.00","28,821.00","29,753.00","28,821.00",2.00,2.02,-3.82,0.13,0.14,0.10,12.44,9.44,11.86,"4,161.00","4,256.00","4,161.00","4,256.00",-43.00,477.00,133.00,418.00,-43.00,477.00,,,,,,,1.68,1.67,7.44,1.70,1.84,2.06,2.35,5.18,6.04,6.76,4.77,1.67,1.70,2.02,,,,,,,,,,,,,,,,244.00,248.00,"1,470.00",392.00,"1,470.00","13,706.00","12,017.00","12,017.00","13,706.00",6.26,"4,825.00","4,969.00","10,360.00","10,049.00","5,535.00","5,080.00",625.00,"5,744.00","3,895.00","4,360.00",625.00,"-1,349.00","-2,881.00","-1,428.00","-2,074.00","-1,349.00","19,940.00","19,569.00",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-7,445.00",-159.00,-159.00,"-3,260.00","-2,622.00",-724.00,"2,863.00","2,467.00","2,286.00",-724.00,,,,,,"65,722.00","63,710.00","3,606.00","3,748.00","6,524.00","6,687.00",82.00,82.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,409.00","4,540.00","2,225.00","3,264.00","1,409.00","1,409.00","4,540.00","2,225.00","3,264.00","1,409.00","1,409.00","4,540.00","2,225.00","3,264.00","1,409.00"
Taiwan Semiconductor Manufacturing Co Ltd ADR,TSM,"59,857.90","59,857.90","27,949.45","47,165.90","39,064.80","13,873.75","33,292.00","3,088,352.10","3,088,352.10","3,088,352.10","3,088,352.10",,,"59,857.90","59,857.90",,,,,"1,308,655.90","1,308,655.90","1,308,655.90","1,308,655.90",2.36,2.36,3.62,0.23,0.23,0.28,18.87,21.64,18.87,,,,,,,,,,,,,,,,,1.58,1.58,1.39,1.61,1.71,1.73,1.50,1.40,1.26,1.33,1.39,1.58,1.61,0.91,,7.10,,,,,,,,,-244.73,"1,113.00",-256.58,"1,567.37",,"6,070.90","6,070.90","26,282.50","26,282.50","26,282.50","287,868.80","287,868.80","287,868.80","287,868.80",4.71,"28,755.30","28,755.30","987,184.20","987,184.20","958,428.90","958,428.90","29,178.00","65,197.00","40,678.00","57,742.00","7,455.00","-1,287.93","-12,169.30","-2,528.69","-9,122.61","-2,386.00","1,103,837.20","1,103,837.20",,"-3,738.80",,,,"-2,042.12","-8,818.50","-5,012.49","-5,778.18",-765.70,"-54,143.10","-20,466.00","4,434.49","-14,168.01","-33,773.06","27,890.07","53,027.70","38,149.31","48,619.39","5,069.00","-26,496.57","-26,496.60","-26,496.57","-26,496.57",0.00,"3,603,412.60","3,603,412.60",,,"65,943.30","65,943.30","3,988.50","3,988.50",,,,"-3,738.80",,,,"-2,042.12","-8,875.70","-5,061.78","-5,827.48",-765.70,"46,108.94","204,181.80","94,166.64","146,950.47","57,232.00","46,108.94","204,181.80","94,166.64","146,950.47","57,232.00","46,108.94","204,181.80","94,166.64","146,950.47","57,232.00"
Uber Technologies Inc,UBER,"1,325.00","1,325.00",-94.00,-267.00,-150.00,-88.00,-179.00,"12,245.00","12,245.00","12,245.00","12,245.00",175.00,175.00,"1,150.00","1,150.00",,,,,"11,476.00","11,476.00","11,476.00","11,476.00",1.07,1.07,-0.15,0.45,0.45,0.98,31.25,49.46,31.25,76.00,121.00,76.00,121.00,-16.00,"-6,027.00",-23.00,101.00,"-6,128.00","-6,027.00",190.00,711.00,363.00,542.00,169.00,711.00,2.38,2.38,,3.44,4.37,2.68,2.71,2.24,,,,2.38,3.44,13.69,,0.00,,,,,,,,,-885.00,"1,441.00",-635.00,"1,054.00",387.00,"8,066.00","8,066.00","9,191.00","9,191.00","9,191.00",,,,,,"1,454.00","1,454.00","9,801.00","9,801.00","8,347.00","8,347.00",0.00,"3,972.00",0.00,"3,972.00",0.00,-48.00,"-4,158.00",-90.00,"-2,108.00","-2,050.00","17,292.00","17,292.00",9.00,17.00,17.00,17.00,0.00,,0.00,,,,"-2,850.00","1,416.00",-173.00,"-1,698.00","-4,266.00",-48.00,-186.00,-90.00,"1,864.00","-2,050.00",,0.00,,,,"38,999.00","38,999.00",,,"6,171.00","6,171.00",9.00,9.00,144.00,144.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,790.00,"3,109.00","1,550.00","2,324.00",785.00,790.00,"3,109.00","1,550.00","2,324.00",785.00,790.00,"3,109.00","1,550.00","2,324.00",785.00
Union Pacific Corp,UNP,"1,771.00","2,531.00",,,,,,"4,539.00","4,021.00","4,021.00","4,539.00",346.00,304.00,"1,425.00","2,227.00",277.00,218.00,,,"6,222.00","5,254.00","6,222.00","5,254.00",0.73,0.77,-0.73,1.96,1.82,2.19,64.50,68.66,66.17,,,,,-7.00,28.00,43.00,77.00,-7.00,28.00,,,,,,,4.27,4.01,2.64,4.54,5.38,4.49,3.68,3.40,2.90,2.33,2.80,4.01,4.54,0.41,,,,,,,,,,,,,,,,,,791.00,779.00,791.00,747.00,769.00,769.00,747.00,17.47,925.00,758.00,"30,692.00","31,373.00","29,767.00","30,615.00","1,996.00",800.00,800.00,800.00,"1,996.00",-370.00,"-2,226.00","-1,807.00","-2,220.00",-370.00,"46,231.00","45,571.00",,,,,,,,,,,0.00,0.00,46.00,46.00,0.00,"1,626.00","-1,426.00","-1,007.00","-1,420.00","1,626.00",0.00,-205.00,297.00,-203.00,0.00,"63,953.00","63,694.00",,,,,"13,151.00","13,144.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
Veeco Instruments Inc,VECO,30.25,30.25,-0.04,0.01,-0.04,0.09,-0.08,764.53,764.53,764.53,764.53,3.76,3.76,26.50,26.50,7.98,6.50,0.12,0.12,192.28,192.28,192.28,192.28,3.98,3.98,0.86,0.37,0.37,0.46,26.93,31.31,26.93,64.99,64.99,64.99,64.99,-0.84,-8.73,-0.07,1.89,-10.61,-8.73,1.89,6.98,3.72,5.40,1.58,6.98,1.62,1.62,1.25,1.83,1.95,2.05,2.20,2.18,2.06,1.65,1.28,1.62,1.83,5.07,,,,,,,,,,,,,,,,214.96,214.96,223.80,223.80,223.80,246.74,246.74,246.74,246.74,1.71,34.32,34.32,284.02,284.02,249.70,249.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288.53,288.53,0.00,0.00,0.00,0.00,0.00,,,,,,-48.47,-40.54,24.68,17.69,-7.93,0.00,0.00,0.00,0.00,0.00,,0.00,,,,487.05,487.05,,,120.19,120.19,0.69,0.69,,,0.00,0.00,0.00,0.00,0.00,,,,,,29.64,124.51,61.34,93.55,30.95,29.64,124.51,61.34,93.55,30.95,29.64,124.51,61.34,93.55,30.95
VF Corp,VFC,"1,574.10",763.31,-8.34,-22.07,14.30,-28.33,-42.64,"5,021.48","4,226.95","4,226.95","5,021.48",309.44,309.44,"1,264.66",763.31,154.29,154.29,6.18,6.18,"3,226.91","3,456.98","3,226.91","3,456.98",1.56,1.22,2.36,2.97,3.53,2.36,77.94,70.28,74.80,77.89,77.89,67.12,67.12,,-395.10,-7.24,-15.01,-7.78,-395.10,,,,,,,6.28,,,7.00,4.81,3.78,4.50,3.32,2.41,2.80,,7.00,4.81,4.68,,,,,,,,,,,,,,,,"1,460.41",634.36,"4,389.86","2,341.10","4,389.86","1,794.52","1,766.37","1,766.37","1,794.52",2.47,"1,156.86","1,103.59","5,859.14","4,988.16","4,702.28","3,884.56",0.00,0.00,0.00,0.00,0.00,-0.28,-908.20,-0.55,"-1,000.83","-1,000.28","5,647.08","6,497.62",0.00,0.00,0.00,"1,485.95",0.00,-16.11,-65.17,-25.73,-29.20,-3.48,0.00,0.00,0.00,0.00,0.00,-0.28,-908.20,-0.55,"-1,000.83","-1,000.28",-0.23,255.15,199.26,-251.13,-450.39,"5,532.74","7,386.02",48.37,48.37,389.78,389.78,10.08,10.08,,,0.00,0.00,0.00,0.00,0.00,-16.11,-65.17,-25.73,-29.20,-3.48,,,,,,,,,,,,,,,
Exxon Mobil Corp,XOM,"4,955.00","4,955.00",-324.00,-676.00,-318.00,-57.00,-619.00,"91,990.00","91,990.00","91,990.00","91,990.00",,,"4,955.00","4,955.00",,,,,"70,307.00","70,307.00","70,307.00","70,307.00",1.31,1.31,0.14,0.14,0.14,0.18,12.23,15.47,12.23,,,,,,-865.00,,,,-865.00,,,,,,,1.72,1.72,1.97,1.84,1.89,2.01,2.12,1.89,1.81,1.86,1.97,1.72,1.84,1.33,,,,,,,,,,,,,,,,,,"8,676.00","8,798.00",,"23,524.00","23,524.00","23,524.00","23,524.00",10.79,"3,951.00","3,951.00","36,755.00","36,755.00","32,804.00","32,804.00",108.00,899.00,217.00,426.00,473.00,0.00,"-1,150.00","-1,142.00","-1,142.00",-8.00,"112,562.00","112,562.00",86.00,754.00,754.00,754.00,0.00,,,,,,"-3,299.00","-2,261.00",-421.00,-744.00,"-1,038.00",108.00,-251.00,-925.00,-716.00,465.00,"-1,111.00","-4,761.00","-2,777.00","-3,840.00",-921.00,"361,485.00","361,485.00",,,,,"39,042.00","39,042.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
